processed_filename,FARFAR_filename,Library_filename,filename,score
ens-6165.pdb,S_382_000013.pdb,ens-6165.pdb,S_382_000013.pdb,-18.661
ens-9617.pdb,S_110_000005.pdb,ens-9617.pdb,S_110_000005.pdb,-9.481
ens-2068.pdb,S_374_000106.pdb,ens-2068.pdb,S_374_000106.pdb,-29.471
ens-1226.pdb,S_380_000105.pdb,ens-1226.pdb,S_380_000105.pdb,-25.962
ens-7446.pdb,S_323_000060.pdb,ens-7446.pdb,S_323_000060.pdb,-26.535
ens-7398.pdb,S_008_000048.pdb,ens-7398.pdb,S_008_000048.pdb,-26.619
ens-288.pdb,S_249_000079.pdb,ens-288.pdb,S_249_000079.pdb,-20.937
ens-8379.pdb,S_204_000061.pdb,ens-8379.pdb,S_204_000061.pdb,-18.165
ens-135.pdb,S_382_000050.pdb,ens-135.pdb,S_382_000050.pdb,-10.334
ens-9089.pdb,S_103_000051.pdb,ens-9089.pdb,S_103_000051.pdb,-11.395
ens-1770.pdb,S_288_000071.pdb,ens-1770.pdb,S_288_000071.pdb,-1.021
ens-2804.pdb,S_166_000099.pdb,ens-2804.pdb,S_166_000099.pdb,-29.303
ens-6370.pdb,S_142_000120.pdb,ens-6370.pdb,S_142_000120.pdb,-26.766
ens-8100.pdb,S_206_000117.pdb,ens-8100.pdb,S_206_000117.pdb,-25.236
ens-6309.pdb,S_268_000051.pdb,ens-6309.pdb,S_268_000051.pdb,-9.915
ens-3616.pdb,S_390_000118.pdb,ens-3616.pdb,S_390_000118.pdb,-22.63
ens-7059.pdb,S_373_000106.pdb,ens-7059.pdb,S_373_000106.pdb,-27.867
ens-128.pdb,S_140_000028.pdb,ens-128.pdb,S_140_000028.pdb,-15.739
ens-1628.pdb,S_300_000063.pdb,ens-1628.pdb,S_300_000063.pdb,-27.321
ens-3921.pdb,S_091_000112.pdb,ens-3921.pdb,S_091_000112.pdb,-21.202
ens-9375.pdb,S_360_000073.pdb,ens-9375.pdb,S_360_000073.pdb,-23.783
ens-6004.pdb,S_299_000116.pdb,ens-6004.pdb,S_299_000116.pdb,-21.855
ens-3195.pdb,S_110_000028.pdb,ens-3195.pdb,S_110_000028.pdb,-28.177
ens-9192.pdb,S_028_000043.pdb,ens-9192.pdb,S_028_000043.pdb,-20.654
ens-4932.pdb,S_285_000064.pdb,ens-4932.pdb,S_285_000064.pdb,-24.431
ens-1410.pdb,S_147_000050.pdb,ens-1410.pdb,S_147_000050.pdb,-24.97
ens-4632.pdb,S_169_000009.pdb,ens-4632.pdb,S_169_000009.pdb,-22.342
ens-7887.pdb,S_279_000012.pdb,ens-7887.pdb,S_279_000012.pdb,-26.128
ens-8926.pdb,S_174_000048.pdb,ens-8926.pdb,S_174_000048.pdb,-14.516
ens-7425.pdb,S_083_000025.pdb,ens-7425.pdb,S_083_000025.pdb,-15.428
ens-7937.pdb,S_181_000009.pdb,ens-7937.pdb,S_181_000009.pdb,-25.202
ens-3606.pdb,S_370_000057.pdb,ens-3606.pdb,S_370_000057.pdb,-29.813
ens-9426.pdb,S_219_000085.pdb,ens-9426.pdb,S_219_000085.pdb,-19.709
ens-7033.pdb,S_343_000095.pdb,ens-7033.pdb,S_343_000095.pdb,-23.655
ens-5369.pdb,S_286_000085.pdb,ens-5369.pdb,S_286_000085.pdb,-9.826
ens-4619.pdb,S_380_000100.pdb,ens-4619.pdb,S_380_000100.pdb,-10.873
ens-7965.pdb,S_068_000119.pdb,ens-7965.pdb,S_068_000119.pdb,-13.172
ens-6950.pdb,S_161_000124.pdb,ens-6950.pdb,S_161_000124.pdb,-28.226
ens-2974.pdb,S_153_000009.pdb,ens-2974.pdb,S_153_000009.pdb,-10.868
ens-9888.pdb,S_289_000077.pdb,ens-9888.pdb,S_289_000077.pdb,-13.34
ens-1076.pdb,S_111_000106.pdb,ens-1076.pdb,S_111_000106.pdb,-21.735
ens-5780.pdb,S_310_000051.pdb,ens-5780.pdb,S_310_000051.pdb,-20.225
ens-590.pdb,S_215_000065.pdb,ens-590.pdb,S_215_000065.pdb,-13.194
ens-6872.pdb,S_016_000090.pdb,ens-6872.pdb,S_016_000090.pdb,-27.359
ens-1029.pdb,S_002_000089.pdb,ens-1029.pdb,S_002_000089.pdb,-8.428
ens-3492.pdb,S_085_000080.pdb,ens-3492.pdb,S_085_000080.pdb,-26.59
ens-2791.pdb,S_058_000064.pdb,ens-2791.pdb,S_058_000064.pdb,-17.139
ens-2588.pdb,S_313_000118.pdb,ens-2588.pdb,S_313_000118.pdb,-19.182
ens-511.pdb,S_129_000056.pdb,ens-511.pdb,S_129_000056.pdb,-29.954
ens-6222.pdb,S_164_000082.pdb,ens-6222.pdb,S_164_000082.pdb,-29.83
ens-5969.pdb,S_363_000094.pdb,ens-5969.pdb,S_363_000094.pdb,-27.45
ens-3428.pdb,S_329_000097.pdb,ens-3428.pdb,S_329_000097.pdb,-26.953
ens-229.pdb,S_392_000119.pdb,ens-229.pdb,S_392_000119.pdb,-22.898
ens-6192.pdb,S_306_000084.pdb,ens-6192.pdb,S_306_000084.pdb,-24.475
ens-5457.pdb,S_360_000071.pdb,ens-5457.pdb,S_360_000071.pdb,-25.63
ens-6718.pdb,S_027_000103.pdb,ens-6718.pdb,S_027_000103.pdb,-28.936
ens-9348.pdb,S_339_000076.pdb,ens-9348.pdb,S_339_000076.pdb,-13.671
ens-7066.pdb,S_197_000077.pdb,ens-7066.pdb,S_197_000077.pdb,-21.588
ens-4739.pdb,S_001_000111.pdb,ens-4739.pdb,S_001_000111.pdb,-31.013
ens-1766.pdb,S_238_000069.pdb,ens-1766.pdb,S_238_000069.pdb,-19.592
ens-5664.pdb,S_364_000040.pdb,ens-5664.pdb,S_364_000040.pdb,-14.432
ens-1079.pdb,S_230_000079.pdb,ens-1079.pdb,S_230_000079.pdb,-25.799
ens-4338.pdb,S_159_000021.pdb,ens-4338.pdb,S_159_000021.pdb,-19.743
ens-5036.pdb,S_248_000052.pdb,ens-5036.pdb,S_248_000052.pdb,-13.816
ens-1428.pdb,S_079_000030.pdb,ens-1428.pdb,S_079_000030.pdb,-8.403
ens-2620.pdb,S_161_000098.pdb,ens-2620.pdb,S_161_000098.pdb,-2.348
ens-859.pdb,S_082_000096.pdb,ens-859.pdb,S_082_000096.pdb,-13.961
ens-8281.pdb,S_056_000026.pdb,ens-8281.pdb,S_056_000026.pdb,-18.812
ens-9833.pdb,S_029_000004.pdb,ens-9833.pdb,S_029_000004.pdb,-25.133
ens-4226.pdb,S_111_000115.pdb,ens-4226.pdb,S_111_000115.pdb,-23.517
ens-3335.pdb,S_195_000013.pdb,ens-3335.pdb,S_195_000013.pdb,-17.176
ens-9852.pdb,S_400_000095.pdb,ens-9852.pdb,S_400_000095.pdb,-14.877
ens-1273.pdb,S_101_000082.pdb,ens-1273.pdb,S_101_000082.pdb,-31.891
ens-4921.pdb,S_237_000047.pdb,ens-4921.pdb,S_237_000047.pdb,-31.867
ens-3540.pdb,S_029_000111.pdb,ens-3540.pdb,S_029_000111.pdb,-2.539
ens-1442.pdb,S_114_000046.pdb,ens-1442.pdb,S_114_000046.pdb,-18.111
ens-5577.pdb,S_113_000041.pdb,ens-5577.pdb,S_113_000041.pdb,-12.879
ens-3704.pdb,S_278_000119.pdb,ens-3704.pdb,S_278_000119.pdb,-22.387
ens-6632.pdb,S_039_000007.pdb,ens-6632.pdb,S_039_000007.pdb,-28.71
ens-9535.pdb,S_311_000025.pdb,ens-9535.pdb,S_311_000025.pdb,-16.632
ens-3322.pdb,S_294_000063.pdb,ens-3322.pdb,S_294_000063.pdb,-12.721
ens-521.pdb,S_309_000071.pdb,ens-521.pdb,S_309_000071.pdb,-25.014
ens-2911.pdb,S_099_000123.pdb,ens-2911.pdb,S_099_000123.pdb,-25.482
ens-5234.pdb,S_306_000042.pdb,ens-5234.pdb,S_306_000042.pdb,-26.323
ens-3621.pdb,S_372_000071.pdb,ens-3621.pdb,S_372_000071.pdb,-28.054
ens-7331.pdb,S_200_000065.pdb,ens-7331.pdb,S_200_000065.pdb,-21.911
ens-5468.pdb,S_097_000056.pdb,ens-5468.pdb,S_097_000056.pdb,-25.731
ens-5637.pdb,S_316_000078.pdb,ens-5637.pdb,S_316_000078.pdb,-18.051
ens-7179.pdb,S_172_000115.pdb,ens-7179.pdb,S_172_000115.pdb,-18.048
ens-2244.pdb,S_091_000003.pdb,ens-2244.pdb,S_091_000003.pdb,-18.557
ens-656.pdb,S_127_000023.pdb,ens-656.pdb,S_127_000023.pdb,-30.061
ens-9005.pdb,S_135_000112.pdb,ens-9005.pdb,S_135_000112.pdb,-18.077
ens-9933.pdb,S_219_000118.pdb,ens-9933.pdb,S_219_000118.pdb,-14.975
ens-1363.pdb,S_334_000038.pdb,ens-1363.pdb,S_334_000038.pdb,-24.758
ens-8240.pdb,S_399_000111.pdb,ens-8240.pdb,S_399_000111.pdb,-16.61
ens-666.pdb,S_043_000045.pdb,ens-666.pdb,S_043_000045.pdb,-11.938
ens-9120.pdb,S_378_000119.pdb,ens-9120.pdb,S_378_000119.pdb,-0.852
ens-8068.pdb,S_025_000035.pdb,ens-8068.pdb,S_025_000035.pdb,-17.504
ens-7857.pdb,S_343_000085.pdb,ens-7857.pdb,S_343_000085.pdb,-10.097
ens-4634.pdb,S_168_000020.pdb,ens-4634.pdb,S_168_000020.pdb,-15.91
ens-7477.pdb,S_028_000093.pdb,ens-7477.pdb,S_028_000093.pdb,-24.157
ens-7390.pdb,S_272_000032.pdb,ens-7390.pdb,S_272_000032.pdb,-12.202
ens-1949.pdb,S_394_000048.pdb,ens-1949.pdb,S_394_000048.pdb,-22.026
ens-1336.pdb,S_233_000057.pdb,ens-1336.pdb,S_233_000057.pdb,-29.45
ens-1077.pdb,S_040_000077.pdb,ens-1077.pdb,S_040_000077.pdb,-19.28
ens-2622.pdb,S_291_000089.pdb,ens-2622.pdb,S_291_000089.pdb,-10.728
ens-738.pdb,S_298_000029.pdb,ens-738.pdb,S_298_000029.pdb,-16.508
ens-7036.pdb,S_220_000028.pdb,ens-7036.pdb,S_220_000028.pdb,-26.752
ens-5279.pdb,S_360_000013.pdb,ens-5279.pdb,S_360_000013.pdb,-1.063
ens-3093.pdb,S_052_000082.pdb,ens-3093.pdb,S_052_000082.pdb,-24.599
ens-6116.pdb,S_041_000035.pdb,ens-6116.pdb,S_041_000035.pdb,-21.883
ens-8901.pdb,S_284_000043.pdb,ens-8901.pdb,S_284_000043.pdb,-15.229
ens-6750.pdb,S_197_000122.pdb,ens-6750.pdb,S_197_000122.pdb,-26.793
ens-8194.pdb,S_252_000006.pdb,ens-8194.pdb,S_252_000006.pdb,-17.719
ens-2978.pdb,S_062_000045.pdb,ens-2978.pdb,S_062_000045.pdb,-22.076
ens-3681.pdb,S_205_000051.pdb,ens-3681.pdb,S_205_000051.pdb,-20.519
ens-8021.pdb,S_126_000086.pdb,ens-8021.pdb,S_126_000086.pdb,-21.371
ens-4540.pdb,S_089_000121.pdb,ens-4540.pdb,S_089_000121.pdb,-19.456
ens-1459.pdb,S_054_000020.pdb,ens-1459.pdb,S_054_000020.pdb,-27.874
ens-2452.pdb,S_311_000087.pdb,ens-2452.pdb,S_311_000087.pdb,-13.34
ens-8183.pdb,S_191_000022.pdb,ens-8183.pdb,S_191_000022.pdb,-24.512
ens-346.pdb,S_205_000047.pdb,ens-346.pdb,S_205_000047.pdb,-10.103
ens-8350.pdb,S_298_000105.pdb,ens-8350.pdb,S_298_000105.pdb,-25.433
ens-3059.pdb,S_328_000063.pdb,ens-3059.pdb,S_328_000063.pdb,-18.022
ens-4557.pdb,S_277_000040.pdb,ens-4557.pdb,S_277_000040.pdb,-15.695
ens-1945.pdb,S_062_000037.pdb,ens-1945.pdb,S_062_000037.pdb,-21.214
ens-8389.pdb,S_067_000086.pdb,ens-8389.pdb,S_067_000086.pdb,-23.855
ens-5384.pdb,S_014_000060.pdb,ens-5384.pdb,S_014_000060.pdb,-24.204
ens-3173.pdb,S_362_000035.pdb,ens-3173.pdb,S_362_000035.pdb,-27.24
ens-5641.pdb,S_098_000007.pdb,ens-5641.pdb,S_098_000007.pdb,-25.379
ens-7787.pdb,S_375_000020.pdb,ens-7787.pdb,S_375_000020.pdb,-19.19
ens-5325.pdb,S_214_000008.pdb,ens-5325.pdb,S_214_000008.pdb,-18.549
ens-8069.pdb,S_183_000091.pdb,ens-8069.pdb,S_183_000091.pdb,-28.674
ens-9313.pdb,S_032_000101.pdb,ens-9313.pdb,S_032_000101.pdb,-24.179
ens-1654.pdb,S_298_000041.pdb,ens-1654.pdb,S_298_000041.pdb,-32.964
ens-1315.pdb,S_291_000116.pdb,ens-1315.pdb,S_291_000116.pdb,-23.139
ens-6963.pdb,S_291_000014.pdb,ens-6963.pdb,S_291_000014.pdb,-23.308
ens-8662.pdb,S_195_000124.pdb,ens-8662.pdb,S_195_000124.pdb,-26.934
ens-9008.pdb,S_001_000070.pdb,ens-9008.pdb,S_001_000070.pdb,-18.778
ens-1467.pdb,S_065_000080.pdb,ens-1467.pdb,S_065_000080.pdb,-33.503
ens-9230.pdb,S_180_000037.pdb,ens-9230.pdb,S_180_000037.pdb,-19.998
ens-4128.pdb,S_265_000015.pdb,ens-4128.pdb,S_265_000015.pdb,-18.468
ens-1289.pdb,S_211_000035.pdb,ens-1289.pdb,S_211_000035.pdb,-19.863
ens-6970.pdb,S_082_000094.pdb,ens-6970.pdb,S_082_000094.pdb,-9.598
ens-4538.pdb,S_145_000096.pdb,ens-4538.pdb,S_145_000096.pdb,-24.554
ens-157.pdb,S_238_000076.pdb,ens-157.pdb,S_238_000076.pdb,-7.84
ens-1430.pdb,S_076_000121.pdb,ens-1430.pdb,S_076_000121.pdb,-8.926
ens-6708.pdb,S_192_000015.pdb,ens-6708.pdb,S_192_000015.pdb,-28.36
ens-8572.pdb,S_382_000010.pdb,ens-8572.pdb,S_382_000010.pdb,-20.342
ens-8669.pdb,S_066_000008.pdb,ens-8669.pdb,S_066_000008.pdb,-27.958
ens-1275.pdb,S_158_000099.pdb,ens-1275.pdb,S_158_000099.pdb,-20.871
ens-9193.pdb,S_337_000034.pdb,ens-9193.pdb,S_337_000034.pdb,-12.314
ens-5640.pdb,S_331_000073.pdb,ens-5640.pdb,S_331_000073.pdb,-26.252
ens-8746.pdb,S_239_000125.pdb,ens-8746.pdb,S_239_000125.pdb,-22.251
ens-5407.pdb,S_285_000048.pdb,ens-5407.pdb,S_285_000048.pdb,-25.334
ens-9563.pdb,S_287_000102.pdb,ens-9563.pdb,S_287_000102.pdb,-25.083
ens-4902.pdb,S_171_000104.pdb,ens-4902.pdb,S_171_000104.pdb,-14.342
ens-6978.pdb,S_358_000100.pdb,ens-6978.pdb,S_358_000100.pdb,-16.029
ens-4992.pdb,S_380_000083.pdb,ens-4992.pdb,S_380_000083.pdb,-23.312
ens-7291.pdb,S_170_000096.pdb,ens-7291.pdb,S_170_000096.pdb,-27.297
ens-4711.pdb,S_200_000103.pdb,ens-4711.pdb,S_200_000103.pdb,-28.28
ens-4221.pdb,S_072_000049.pdb,ens-4221.pdb,S_072_000049.pdb,-19.176
ens-9613.pdb,S_287_000011.pdb,ens-9613.pdb,S_287_000011.pdb,-22.647
ens-8494.pdb,S_088_000041.pdb,ens-8494.pdb,S_088_000041.pdb,-26.725
ens-6493.pdb,S_064_000050.pdb,ens-6493.pdb,S_064_000050.pdb,-13.109
ens-7938.pdb,S_123_000019.pdb,ens-7938.pdb,S_123_000019.pdb,-27.607
ens-142.pdb,S_248_000075.pdb,ens-142.pdb,S_248_000075.pdb,-19.506
ens-1504.pdb,S_303_000100.pdb,ens-1504.pdb,S_303_000100.pdb,-29.74
ens-4830.pdb,S_171_000063.pdb,ens-4830.pdb,S_171_000063.pdb,-3.407
ens-3758.pdb,S_128_000112.pdb,ens-3758.pdb,S_128_000112.pdb,-17.709
ens-3652.pdb,S_159_000077.pdb,ens-3652.pdb,S_159_000077.pdb,-19.869
ens-6924.pdb,S_176_000082.pdb,ens-6924.pdb,S_176_000082.pdb,-6.371
ens-9506.pdb,S_353_000125.pdb,ens-9506.pdb,S_353_000125.pdb,-20.365
ens-6589.pdb,S_330_000023.pdb,ens-6589.pdb,S_330_000023.pdb,-26.539
ens-7745.pdb,S_327_000072.pdb,ens-7745.pdb,S_327_000072.pdb,-20.342
ens-7147.pdb,S_370_000076.pdb,ens-7147.pdb,S_370_000076.pdb,-19.862
ens-1881.pdb,S_385_000058.pdb,ens-1881.pdb,S_385_000058.pdb,-8.442
ens-2358.pdb,S_397_000081.pdb,ens-2358.pdb,S_397_000081.pdb,-23.082
ens-4136.pdb,S_169_000058.pdb,ens-4136.pdb,S_169_000058.pdb,-25.267
ens-4835.pdb,S_149_000013.pdb,ens-4835.pdb,S_149_000013.pdb,-19.157
ens-6566.pdb,S_090_000032.pdb,ens-6566.pdb,S_090_000032.pdb,-23.365
ens-3384.pdb,S_206_000077.pdb,ens-3384.pdb,S_206_000077.pdb,-25.688
ens-4383.pdb,S_136_000070.pdb,ens-4383.pdb,S_136_000070.pdb,-11.956
ens-132.pdb,S_264_000079.pdb,ens-132.pdb,S_264_000079.pdb,-12.204
ens-4528.pdb,S_112_000101.pdb,ens-4528.pdb,S_112_000101.pdb,-28.431
ens-5373.pdb,S_377_000067.pdb,ens-5373.pdb,S_377_000067.pdb,-23.764
ens-2918.pdb,S_037_000117.pdb,ens-2918.pdb,S_037_000117.pdb,-23.393
ens-909.pdb,S_204_000033.pdb,ens-909.pdb,S_204_000033.pdb,-23.216
ens-9923.pdb,S_006_000008.pdb,ens-9923.pdb,S_006_000008.pdb,-25.506
ens-8054.pdb,S_349_000076.pdb,ens-8054.pdb,S_349_000076.pdb,-31.322
ens-4296.pdb,S_201_000046.pdb,ens-4296.pdb,S_201_000046.pdb,-11.952
ens-231.pdb,S_312_000019.pdb,ens-231.pdb,S_312_000019.pdb,-18.592
ens-3400.pdb,S_230_000084.pdb,ens-3400.pdb,S_230_000084.pdb,-18.626
ens-8814.pdb,S_368_000092.pdb,ens-8814.pdb,S_368_000092.pdb,-25.146
ens-3083.pdb,S_354_000063.pdb,ens-3083.pdb,S_354_000063.pdb,-31.897
ens-4750.pdb,S_135_000122.pdb,ens-4750.pdb,S_135_000122.pdb,-27.393
ens-5142.pdb,S_342_000066.pdb,ens-5142.pdb,S_342_000066.pdb,-10.955
ens-2290.pdb,S_226_000002.pdb,ens-2290.pdb,S_226_000002.pdb,-12.155
ens-8919.pdb,S_329_000011.pdb,ens-8919.pdb,S_329_000011.pdb,-30.06
ens-1413.pdb,S_221_000095.pdb,ens-1413.pdb,S_221_000095.pdb,-8.802
ens-8809.pdb,S_142_000055.pdb,ens-8809.pdb,S_142_000055.pdb,-23.165
ens-2091.pdb,S_214_000116.pdb,ens-2091.pdb,S_214_000116.pdb,-27.664
ens-9151.pdb,S_150_000004.pdb,ens-9151.pdb,S_150_000004.pdb,-4.333
ens-2709.pdb,S_035_000074.pdb,ens-2709.pdb,S_035_000074.pdb,-26.456
ens-6624.pdb,S_006_000076.pdb,ens-6624.pdb,S_006_000076.pdb,-16.371
ens-5540.pdb,S_243_000058.pdb,ens-5540.pdb,S_243_000058.pdb,-24.841
ens-8382.pdb,S_083_000048.pdb,ens-8382.pdb,S_083_000048.pdb,-2.745
ens-661.pdb,S_266_000111.pdb,ens-661.pdb,S_266_000111.pdb,-24.955
ens-9693.pdb,S_223_000075.pdb,ens-9693.pdb,S_223_000075.pdb,-26.664
ens-8294.pdb,S_153_000069.pdb,ens-8294.pdb,S_153_000069.pdb,-28.756
ens-4025.pdb,S_336_000116.pdb,ens-4025.pdb,S_336_000116.pdb,-24.814
ens-8042.pdb,S_092_000103.pdb,ens-8042.pdb,S_092_000103.pdb,-11.947
ens-1350.pdb,S_341_000010.pdb,ens-1350.pdb,S_341_000010.pdb,-28.779
ens-4080.pdb,S_151_000044.pdb,ens-4080.pdb,S_151_000044.pdb,-7.815
ens-2527.pdb,S_284_000066.pdb,ens-2527.pdb,S_284_000066.pdb,-1.285
ens-8620.pdb,S_197_000106.pdb,ens-8620.pdb,S_197_000106.pdb,-21.025
ens-8843.pdb,S_399_000055.pdb,ens-8843.pdb,S_399_000055.pdb,-26.741
ens-8089.pdb,S_064_000054.pdb,ens-8089.pdb,S_064_000054.pdb,-26.657
ens-9336.pdb,S_242_000044.pdb,ens-9336.pdb,S_242_000044.pdb,-27.272
ens-7233.pdb,S_084_000010.pdb,ens-7233.pdb,S_084_000010.pdb,-22.158
ens-3460.pdb,S_182_000084.pdb,ens-3460.pdb,S_182_000084.pdb,-15.992
ens-8084.pdb,S_110_000011.pdb,ens-8084.pdb,S_110_000011.pdb,-26.348
ens-9876.pdb,S_355_000018.pdb,ens-9876.pdb,S_355_000018.pdb,-25.573
ens-28.pdb,S_175_000100.pdb,ens-28.pdb,S_175_000100.pdb,-18.003
ens-5820.pdb,S_350_000113.pdb,ens-5820.pdb,S_350_000113.pdb,-12.844
ens-1128.pdb,S_142_000020.pdb,ens-1128.pdb,S_142_000020.pdb,-20.958
ens-6055.pdb,S_058_000065.pdb,ens-6055.pdb,S_058_000065.pdb,-20.942
ens-3361.pdb,S_080_000116.pdb,ens-3361.pdb,S_080_000116.pdb,-16.004
ens-2532.pdb,S_209_000119.pdb,ens-2532.pdb,S_209_000119.pdb,-18.09
ens-1834.pdb,S_244_000075.pdb,ens-1834.pdb,S_244_000075.pdb,-19.147
ens-9525.pdb,S_233_000055.pdb,ens-9525.pdb,S_233_000055.pdb,-11.428
ens-9700.pdb,S_177_000035.pdb,ens-9700.pdb,S_177_000035.pdb,-29.425
ens-813.pdb,S_320_000091.pdb,ens-813.pdb,S_320_000091.pdb,-4.798
ens-9210.pdb,S_215_000080.pdb,ens-9210.pdb,S_215_000080.pdb,-23.528
ens-7530.pdb,S_078_000072.pdb,ens-7530.pdb,S_078_000072.pdb,-33.109
ens-9308.pdb,S_003_000061.pdb,ens-9308.pdb,S_003_000061.pdb,-17.642
ens-7120.pdb,S_087_000042.pdb,ens-7120.pdb,S_087_000042.pdb,-10.984
ens-1493.pdb,S_012_000008.pdb,ens-1493.pdb,S_012_000008.pdb,-28.658
ens-119.pdb,S_299_000044.pdb,ens-119.pdb,S_299_000044.pdb,-33.243
ens-7619.pdb,S_063_000022.pdb,ens-7619.pdb,S_063_000022.pdb,-22.75
ens-5901.pdb,S_027_000022.pdb,ens-5901.pdb,S_027_000022.pdb,-2.257
ens-274.pdb,S_158_000056.pdb,ens-274.pdb,S_158_000056.pdb,-22.707
ens-5758.pdb,S_183_000075.pdb,ens-5758.pdb,S_183_000075.pdb,-16.983
ens-1954.pdb,S_027_000098.pdb,ens-1954.pdb,S_027_000098.pdb,-18.371
ens-8698.pdb,S_370_000113.pdb,ens-8698.pdb,S_370_000113.pdb,-20.528
ens-5263.pdb,S_364_000119.pdb,ens-5263.pdb,S_364_000119.pdb,-1.201
ens-7100.pdb,S_141_000111.pdb,ens-7100.pdb,S_141_000111.pdb,-19.858
ens-1742.pdb,S_217_000041.pdb,ens-1742.pdb,S_217_000041.pdb,-25.6
ens-3895.pdb,S_123_000008.pdb,ens-3895.pdb,S_123_000008.pdb,-31.979
ens-4998.pdb,S_399_000117.pdb,ens-4998.pdb,S_399_000117.pdb,-10.267
ens-4521.pdb,S_280_000057.pdb,ens-4521.pdb,S_280_000057.pdb,-14.967
ens-7988.pdb,S_379_000090.pdb,ens-7988.pdb,S_379_000090.pdb,-14.329
ens-6151.pdb,S_210_000068.pdb,ens-6151.pdb,S_210_000068.pdb,-9.917
ens-523.pdb,S_012_000069.pdb,ens-523.pdb,S_012_000069.pdb,-29.124
ens-5998.pdb,S_007_000030.pdb,ens-5998.pdb,S_007_000030.pdb,-28.15
ens-1823.pdb,S_143_000023.pdb,ens-1823.pdb,S_143_000023.pdb,-25.41
ens-3726.pdb,S_385_000031.pdb,ens-3726.pdb,S_385_000031.pdb,-26.981
ens-8532.pdb,S_274_000124.pdb,ens-8532.pdb,S_274_000124.pdb,-24.165
ens-7351.pdb,S_067_000114.pdb,ens-7351.pdb,S_067_000114.pdb,-4.66
ens-8426.pdb,S_032_000049.pdb,ens-8426.pdb,S_032_000049.pdb,-21.507
ens-5273.pdb,S_363_000097.pdb,ens-5273.pdb,S_363_000097.pdb,-2.964
ens-8524.pdb,S_340_000082.pdb,ens-8524.pdb,S_340_000082.pdb,-9.802
ens-7249.pdb,S_356_000044.pdb,ens-7249.pdb,S_356_000044.pdb,-29.792
ens-2664.pdb,S_040_000117.pdb,ens-2664.pdb,S_040_000117.pdb,-9.872
ens-2420.pdb,S_241_000112.pdb,ens-2420.pdb,S_241_000112.pdb,-22.203
ens-8075.pdb,S_235_000117.pdb,ens-8075.pdb,S_235_000117.pdb,-18.185
ens-9585.pdb,S_173_000017.pdb,ens-9585.pdb,S_173_000017.pdb,-23.151
ens-992.pdb,S_269_000119.pdb,ens-992.pdb,S_269_000119.pdb,-30.223
ens-7785.pdb,S_191_000111.pdb,ens-7785.pdb,S_191_000111.pdb,-14.953
ens-1856.pdb,S_082_000040.pdb,ens-1856.pdb,S_082_000040.pdb,-5.732
ens-4939.pdb,S_324_000104.pdb,ens-4939.pdb,S_324_000104.pdb,-16.61
ens-6205.pdb,S_207_000102.pdb,ens-6205.pdb,S_207_000102.pdb,-11.323
ens-9642.pdb,S_304_000027.pdb,ens-9642.pdb,S_304_000027.pdb,-28.294
ens-9197.pdb,S_284_000103.pdb,ens-9197.pdb,S_284_000103.pdb,-24.388
ens-9920.pdb,S_218_000031.pdb,ens-9920.pdb,S_218_000031.pdb,-5.909
ens-1863.pdb,S_170_000081.pdb,ens-1863.pdb,S_170_000081.pdb,-25.641
ens-8264.pdb,S_347_000099.pdb,ens-8264.pdb,S_347_000099.pdb,-20.011
ens-5866.pdb,S_156_000007.pdb,ens-5866.pdb,S_156_000007.pdb,-19.142
ens-6188.pdb,S_168_000031.pdb,ens-6188.pdb,S_168_000031.pdb,-19.137
ens-7170.pdb,S_033_000011.pdb,ens-7170.pdb,S_033_000011.pdb,-12.269
ens-597.pdb,S_095_000072.pdb,ens-597.pdb,S_095_000072.pdb,-24.076
ens-4855.pdb,S_073_000063.pdb,ens-4855.pdb,S_073_000063.pdb,-18.287
ens-5838.pdb,S_271_000060.pdb,ens-5838.pdb,S_271_000060.pdb,-28.823
ens-9371.pdb,S_234_000003.pdb,ens-9371.pdb,S_234_000003.pdb,-18.955
ens-9131.pdb,S_349_000019.pdb,ens-9131.pdb,S_349_000019.pdb,-16.62
ens-3436.pdb,S_066_000076.pdb,ens-3436.pdb,S_066_000076.pdb,-14.244
ens-5328.pdb,S_201_000026.pdb,ens-5328.pdb,S_201_000026.pdb,-11.107
ens-6470.pdb,S_015_000100.pdb,ens-6470.pdb,S_015_000100.pdb,-18.418
ens-5254.pdb,S_299_000077.pdb,ens-5254.pdb,S_299_000077.pdb,-21.724
ens-1476.pdb,S_142_000070.pdb,ens-1476.pdb,S_142_000070.pdb,-14.439
ens-2220.pdb,S_137_000084.pdb,ens-2220.pdb,S_137_000084.pdb,-3.13
ens-8374.pdb,S_384_000003.pdb,ens-8374.pdb,S_384_000003.pdb,-9.913
ens-3240.pdb,S_228_000022.pdb,ens-3240.pdb,S_228_000022.pdb,-15.021
ens-3224.pdb,S_313_000050.pdb,ens-3224.pdb,S_313_000050.pdb,-20.698
ens-1798.pdb,S_367_000105.pdb,ens-1798.pdb,S_367_000105.pdb,-1.404
ens-9063.pdb,S_259_000080.pdb,ens-9063.pdb,S_259_000080.pdb,-21.425
ens-2919.pdb,S_059_000032.pdb,ens-2919.pdb,S_059_000032.pdb,-23.625
ens-3596.pdb,S_236_000040.pdb,ens-3596.pdb,S_236_000040.pdb,-26.002
